Размер квадрата: 1000
Средняя длина трубки: 100
Количество трубок: 1000
Количество испытаний: 1
***************************
Испытание 1
***************************
      x|      y|      k|
15.1605|382.006|103.392|
189.259|998.543|103.731|
384.898|589.275|92.4641|
389.879|914.857|96.7782|
490.907| 755.01|105.792|
814.148|839.145|96.8842|
915.618|44.4046|101.515|
75.5688|  821.9|105.139|
268.955|598.649|107.518|
13.2436|674.927|109.273|
758.519|123.563|91.8001|
990.844|410.014| 105.98|
393.374|481.351|102.068|
410.523|823.702|92.5322|
33.2153|128.554|93.3648|
413.773| 22.963|99.5727|
364.682|55.5365|98.8924|
457.339|215.333|102.807|
894.291|997.866|97.4753|
 988.18|838.471|103.828|
281.262|186.508|98.5653|
26.4867|750.653|104.397|
293.769|725.119|97.0644|
923.755|894.346|105.377|
77.8304| 945.16|100.554|
744.872|908.259| 101.83|
 849.77|732.502|95.2825|
105.204| 30.884|92.0164|
90.0827|374.662|105.329|
378.916|149.846| 91.605|
801.351|260.879|97.5037|
552.483|660.546|101.398|
595.445|450.241|99.3653|
555.239|961.146|107.985|
900.153|644.739|107.291|
960.985|765.214|96.7559|
 86.193|48.9839|97.8338|
328.573|827.757|100.066|
594.917|290.941|93.7694|
188.034|593.378|107.241|
715.862|127.443|96.6132|
694.704|526.628|95.6261|
34.5251|905.122|95.2591|
364.234|671.794|97.7977|
879.428|258.211|96.9089|
760.342|490.892|105.896|
107.038|870.164|107.489|
531.401|323.695| 99.472|
743.458|809.641|104.592|
113.789|564.821| 100.96|
865.696|430.735|106.086|
448.514|218.753|93.4818|
595.233|925.779| 100.67|
349.134|852.589|104.984|
303.363|885.159|94.7218|
917.317|975.352|99.5074|
203.758|858.146|108.286|
  977.4|498.168|103.584|
763.443|957.798|98.9702|
586.353|1.78067|101.715|
439.838|848.502|101.177|
449.584| 932.58|100.486|
892.667|588.353|107.738|
764.622|663.464|104.893|
967.262|592.453|94.3334|
362.268|595.933|94.8772|
975.873|705.592|91.9257|
 494.82|63.8522| 109.15|
 409.74|920.157|101.767|
362.104|374.004|107.691|
854.356|97.0843|93.6226|
417.692|652.179| 96.769|
78.3766|127.488|104.585|
831.563|888.499|91.1637|
654.409|191.793|  91.32|
476.873|729.721|101.148|
791.394| 45.718|105.454|
932.881|480.903|106.733|
851.186|932.004|98.2725|
127.376|230.103|96.8973|
443.814|334.464|100.322|
101.772| 280.31|108.344|
768.007|649.352|109.101|
66.0881|920.335|98.2472|
839.836|91.0668|92.3152|
242.751|518.952|103.619|
148.145| 906.99|93.5009|
775.273|645.647|99.9343|
443.505|425.924|106.745|
373.715|754.685|102.477|
 41.778|246.749|105.151|
 857.86|553.438|106.253|
489.699|622.713|109.338|
848.013|610.397|  100.6|
253.628| 187.55|93.0061|
845.148|209.293|102.448|
365.171|549.021|92.2974|
484.546|698.148|98.9803|
148.301|647.906|99.6099|
371.651| 259.74|105.375|
733.755|395.459|101.789|
 482.77|551.696|90.6307|
248.785| 374.71|92.5355|
 157.65|292.652| 98.341|
511.892|828.651|103.189|
982.072|215.816|98.6788|
 590.67|312.618|93.0763|
46.5548|405.579|98.2161|
991.617| 872.45|95.2125|
388.619|239.626|106.286|
754.286| 711.81|93.5444|
433.248|625.628|104.499|
479.886|762.132|93.9734|
633.563|913.296|95.1945|
107.145|863.658|95.0232|
671.276|595.339|94.2004|
173.049|824.932| 92.683|
346.156|41.1567|107.026|
226.219|430.278|90.6642|
299.444|862.458|96.6618|
396.158|328.095|101.684|
142.669|878.756|99.0691|
 920.03|573.019|100.768|
215.216|840.407|100.011|
538.601| 315.47|97.5189|
533.529|119.354|97.8275|
450.494|232.936|96.3966|
535.451|839.624|107.135|
985.746|877.285|90.2713|
322.011|139.201|107.866|
612.095|842.624|97.5096|
576.558|785.655|105.066|
368.784|748.488|107.181|
329.212|152.734|99.4879|
357.305| 775.45|102.274|
 271.52|594.611|105.738|
899.611| 57.165|99.8175|
409.934|809.497|96.6764|
40.0326|235.674|103.357|
119.725|994.987|107.555|
828.862|251.093|102.011|
697.124|749.792| 98.269|
 273.33| 107.66|100.925|
513.623|256.714|108.084|
200.021|170.482|107.636|
43.7804|373.284|96.4522|
894.534|720.056|105.227|
959.809|71.3372|91.5027|
350.078|826.922|96.0107|
 270.14| 695.48|107.106|
107.533|222.637| 105.13|
58.4624|460.889|102.474|
 423.83|419.128|107.493|
946.171|160.693|100.141|
741.012|573.511| 99.265|
753.777|710.834|108.619|
595.144|  301.2|90.1788|
587.155|633.615|105.956|
765.276|577.248|105.494|
63.5092|422.978|94.6397|
339.337|776.286| 98.257|
963.832|575.022|106.436|
799.645|834.241|101.644|
104.473|632.127|104.272|
280.173|182.871|109.973|
950.669|551.565|98.1578|
628.473|341.329|108.932|
68.9829|874.531|105.843|
 212.58|102.124|101.243|
 303.35|739.305|101.952|
948.347|322.353|93.0905|
458.387|502.591|107.581|
667.265|15.3437|91.4055|
168.497|753.078|99.6953|
896.196|533.756|105.641|
976.727|187.036|109.352|
223.367|368.046|102.903|
675.497|809.697|99.6595|
17.2403| 142.57|101.002|
927.945|56.3183|103.901|
638.296|941.563|93.4589|
360.615|85.1105|99.3235|
132.822| 627.06|105.132|
596.929|335.687|103.602|
97.6108|992.955|101.889|
991.412|477.813|101.343|
895.331|71.4228|95.9116|
636.645|442.078|98.5356|
181.911|231.597|97.8482|
406.234|473.909|92.5515|
678.922|814.152|95.4307|
765.163|501.525|105.723|
360.996|742.584|104.364|
845.692|924.254|95.1911|
929.068|177.161|98.2217|
328.173|76.0024|99.1566|
754.314|199.389|106.873|
760.308|567.486|92.3255|
259.991|833.877| 97.263|
 813.49|747.168| 95.238|
52.4218|752.001|94.1787|
886.757|749.138|90.0504|
319.224|615.415|98.1613|
226.995|429.288| 94.759|
705.018| 493.75|104.967|
711.177|717.289|106.931|
 123.64|529.869|96.0682|
618.381|933.563|93.7068|
571.232|180.648|101.283|
550.275|933.315|91.5686|
 57.919|961.294|95.4378|
786.167|160.225|102.171|
562.346|945.772|103.562|
209.172|30.9565|100.091|
198.767|141.819|95.8587|
951.272| 923.35|109.197|
384.439|331.964|97.8783|
472.092|76.3452|100.036|
55.0798|773.849|99.0607|
 962.51|719.215|94.0742|
 77.954|206.761|102.794|
707.576|801.151|104.533|
806.634| 969.78|105.321|
 508.66|  431.4|96.1382|
554.267|816.931|103.831|
671.185|698.268| 109.13|
244.042|602.713|93.9584|
 282.99| 261.48|104.256|
622.139|627.706| 91.995|
858.714|14.4891|91.7256|
903.459|142.195|91.7479|
878.293|789.201|104.944|
876.848|211.357|107.681|
846.434|472.269|90.6098|
620.179|310.449| 103.42|
588.238|655.587|100.179|
655.549|  852.6|102.596|
763.098|472.728|91.5697|
579.545|286.918|97.6666|
162.419|34.8905|92.6599|
645.585|783.279|104.373|
 771.34|530.344| 99.524|
500.345|848.177|   97.7|
54.6663| 620.37|100.489|
264.252|934.888|106.876|
595.312|560.445|102.835|
699.104|734.988|95.9073|
226.938|961.485| 100.95|
 19.292|240.776|103.709|
865.788|903.639|94.3539|
594.763|188.342|90.3325|
173.389| 283.82|93.1161|
57.6158|540.866|101.489|
479.372|346.209|109.752|
883.688| 669.56|91.8494|
708.291|824.739|102.598|
272.107|453.957|95.4568|
415.895| 970.46|103.322|
153.738|609.715|100.771|
638.884|82.7318|93.1171|
457.271|9.46763|91.2852|
523.012|603.901|96.4905|
675.061|24.8395|91.9171|
110.128|133.914|96.5355|
934.491|327.475|98.7735|
 934.84|529.104|105.479|
34.1833| 220.47|108.695|
166.641|511.609|100.257|
777.525|978.718|107.694|
340.726|998.924|107.478|
876.498|991.125|103.773|
91.1765|378.397|  106.8|
593.801|849.001|102.245|
272.389|804.765|91.5954|
337.412|994.555|92.1684|
687.408|213.165|93.4424|
669.277|54.7377| 94.868|
38.5035|388.759|91.3549|
50.5948|82.6265|98.5979|
396.993|  686.6|93.0842|
777.129|268.211|106.793|
370.963|164.889|94.7677|
136.276| 750.74|97.8637|
782.859|990.096|91.0998|
735.422|933.544|98.3828|
667.955|764.248|102.952|
403.008|552.567|92.2938|
463.208|40.0887|92.7584|
 741.41|525.175|109.228|
 226.98|562.976|94.9841|
909.618|343.895|104.477|
240.727| 845.39|105.367|
627.293| 227.83|102.807|
927.568|741.791|105.408|
 32.883|739.338|106.869|
 568.81|14.7216|93.4467|
581.291|35.8356|94.5201|
266.622|157.014|100.543|
437.768|691.316|102.855|
906.271|390.163|100.802|
915.696|196.427|107.258|
453.045|616.826|108.082|
354.972|105.369|108.206|
178.341|746.519|94.2299|
232.651| 381.78|99.6463|
356.797|938.734|94.5356|
953.751|94.7998|100.761|
712.874|298.707|91.2879|
741.634|259.984|94.9618|
 296.29|480.359|104.241|
231.302| 293.39|99.7183|
216.596|72.4723| 105.96|
 31.528| 446.07|92.8828|
807.506|188.089|99.9421|
864.102|898.848|93.7158|
569.805|889.868|91.6582|
281.585|336.338|104.638|
38.5783|239.698|98.5264|
679.041|412.162|105.291|
365.714| 296.68|106.776|
16.4901|994.602|90.8865|
899.166|330.367|98.8954|
148.634|577.226|91.7391|
 159.35|133.974|95.3058|
345.954|625.481|100.508|
965.954|618.608|93.6516|
74.8137|727.725|105.833|
917.337|714.816|107.419|
692.086|803.777|98.7303|
215.438|181.804|95.1854|
645.965|27.8456|91.6971|
124.603|162.483|100.999|
107.517|264.567| 105.64|
371.096|657.723| 99.977|
79.8435|336.534|97.8937|
679.757|224.054|91.9841|
93.0351|377.527|96.3326|
35.4555|291.592|105.213|
672.123|351.985|91.2903|
 956.38|531.542|91.8532|
628.582| 177.77|94.7512|
710.745|213.821|97.0926|
553.772|977.068|96.6945|
241.858|649.306|95.7194|
149.568|796.219|  91.77|
313.729|704.537|107.789|
610.223|758.544|95.6524|
541.586|842.019| 99.737|
149.268|820.556|90.4596|
490.733|652.182|   99.5|
933.564|774.876|90.6969|
8.88233|866.342|100.946|
266.345|396.316|107.204|
758.129|898.124|104.616|
671.265| 957.17|98.0637|
704.547|97.2906|94.1846|
493.742|657.999|96.5122|
942.479|548.715|97.5795|
841.063| 886.45|104.776|
474.987|305.031|98.5083|
 389.25| 928.25| 103.35|
378.087|468.249|103.947|
381.763|480.537| 99.914|
269.567|763.986|102.803|
37.6965|232.905|101.723|
276.132|894.299|99.6238|
 339.88|295.501|  94.67|
 235.68|149.531| 98.986|
697.334|1.09641|101.903|
 702.28|825.879|108.344|
430.184|562.492|95.6771|
815.816|438.154|99.4627|
942.976|987.475|105.386|
954.019|477.722|100.459|
34.0366|931.217|99.3397|
441.514|633.165|100.672|
592.173|303.067|105.575|
830.801|108.382|101.301|
185.489|618.115|109.672|
 215.29|585.658|98.7225|
742.028|340.414|105.212|
 347.41|483.701|93.4899|
188.583|568.867|97.1483|
744.391|481.435|107.707|
45.7842|733.001|95.8941|
149.148|28.9419|109.692|
975.393|303.933|103.098|
287.491|718.492|105.646|
557.297|155.709|103.066|
 544.44|884.057|92.2182|
974.717|281.652|102.468|
229.623|52.5704|106.036|
372.055|466.671|97.7809|
 582.25|166.088|    104|
510.565|4.97869|106.671|
 16.315|513.694|101.146|
37.9553|655.139|99.7106|
 572.89|294.387|93.9246|
221.495|54.4445| 99.887|
865.117|377.473|90.5571|
456.932|89.8516|94.0562|
623.247|626.773|104.284|
305.356|897.666|98.2887|
 396.64|766.939|104.402|
464.212|497.906|109.049|
984.042|91.2034|99.7786|
845.439|467.894|95.7818|
813.775|63.0837|104.391|
476.184|210.589|99.2801|
230.032|639.075|98.0111|
 597.53|483.781| 98.758|
446.441|224.666|103.866|
50.0723| 362.84|100.009|
80.8907|227.302|102.228|
531.467|5.24996|109.483|
971.984|818.015|105.176|
378.274|170.859|104.628|
689.288|935.858|92.5324|
362.345|985.933|91.4271|
 801.38|415.729|101.673|
677.544| 580.42|93.9047|
721.696|589.937|107.439|
318.524|226.173|98.7907|
298.103|790.693|98.6099|
327.401|978.577|104.114|
996.857|412.225|107.531|
800.275|67.3186|96.4846|
341.171|655.914|98.6398|
658.821|968.724|106.117|
90.5594| 592.43|93.0986|
887.358|709.526| 107.02|
869.545|60.5028|100.668|
858.087|503.534|101.014|
343.974|319.629|108.543|
545.617|417.368|99.0605|
 485.43|325.691|106.489|
558.139|445.657|105.682|
23.3836|20.3488|99.1955|
754.132|318.713| 98.184|
297.829|755.353|91.1238|
680.473|18.9805|101.446|
64.5417|445.404|103.097|
329.621|49.1568|107.754|
 65.396|831.755|102.028|
878.788|84.1533|100.161|
951.665|309.991|109.301|
66.0522| 911.05|101.811|
547.716|849.146|96.9933|
581.919|662.247|90.3342|
410.738| 790.88|98.0931|
107.883|964.877|95.7104|
761.656|643.463|99.3619|
947.811|219.192|107.839|
179.402|721.261|94.5739|
311.587| 716.58| 105.59|
189.529|885.822|99.4377|
487.467|742.778|99.0068|
998.828|41.0733|98.2944|
646.001|366.665|104.465|
526.922|342.547|98.8913|
919.969|598.554|95.6448|
153.655|918.397|97.2279|
573.503| 456.99|95.8255|
883.541|796.368|94.1101|
753.707|124.516|97.6185|
855.584|318.137|102.421|
739.042|400.674|98.3271|
367.175|937.248|99.6978|
425.105|139.168| 100.77|
372.875|558.042|92.0098|
447.873|  175.4|105.697|
533.129|565.368|98.6606|
946.915|808.721|99.3109|
489.461|306.499|99.8199|
251.102|367.405|104.172|
261.964|921.738|90.2662|
 381.66|308.783|107.009|
700.991| 430.45|109.743|
451.206|78.9091| 95.654|
19.9222|580.979|103.579|
 119.84|634.513|99.0686|
485.696|219.237|91.4283|
 216.95|748.403|107.558|
19.6756|261.047|96.4527|
24.6278|97.1308| 91.986|
 269.07|464.772|108.812|
709.718|504.198|90.4237|
113.704|924.296|94.2977|
922.123|336.571|103.635|
570.016|618.689|101.787|
737.773|1.23523|99.9911|
759.162|657.393|95.3389|
974.036|808.932|93.5925|
233.884|396.743|98.7404|
434.518|3.53621|98.4912|
287.582|438.987|101.902|
982.994|165.611|91.5748|
899.475|306.079|98.0926|
279.019|487.065|106.901|
154.533|501.185|100.829|
947.141|856.573|102.365|
841.297|109.189|98.4994|
669.766|305.342|108.857|
287.877|38.3928|101.425|
846.166|215.608|95.2874|
146.621|753.516|90.5598|
971.194|509.276|108.988|
293.433|478.569|90.1235|
864.383| 450.57|101.454|
851.429|867.718|  100.5|
562.349|858.855|94.4003|
968.929| 706.43|92.2927|
709.395|418.461| 99.677|
735.721|904.446|96.9309|
892.042|28.8064| 94.176|
711.802|756.419|103.286|
 135.71|543.928|98.6177|
 554.79|436.503|107.187|
631.407|331.438|99.6154|
145.146|333.201| 106.46|
88.6374|995.954|99.9306|
677.563| 587.26|96.5452|
222.991|597.768|108.364|
  982.2|307.337|109.073|
834.983|67.3075|99.5006|
238.214|311.359|93.4854|
506.173|726.318|104.576|
 921.61|228.058|94.2455|
680.861|43.0883|102.555|
395.547|760.741|99.0313|
981.348|909.513|106.952|
 972.59|932.409|93.5485|
776.886| 941.46|102.548|
41.4323|673.065|94.8057|
845.539|293.442|99.7616|
614.422|972.802|109.627|
221.572|101.223|90.4458|
552.622|182.257|108.144|
 761.25|768.568|95.8174|
512.791|37.9815|106.469|
917.188|162.113|107.332|
515.593|177.826|108.213|
 949.54| 220.38|98.5059|
366.694|23.8818|102.425|
 188.23|228.872| 94.714|
183.403|11.4494|107.925|
963.649|879.527| 97.688|
930.544|272.218|91.9313|
522.577|52.5367|107.442|
771.538|169.782|100.088|
490.087|489.271|105.677|
 269.55|183.986|96.1619|
998.596|570.787|104.963|
856.992|903.064|94.9643|
678.241|246.956|106.387|
770.704|250.112|105.656|
969.204|143.467|106.106|
 674.11|582.572|90.0506|
927.962|718.135|103.586|
347.397|623.118|101.595|
668.077|307.662|95.9423|
573.335| 323.11|107.389|
271.536|825.248| 95.539|
258.373| 806.96|101.636|
595.691|759.359|102.698|
5.15818|95.5396|100.709|
322.451|48.6635| 102.19|
724.594|659.597| 104.23|
180.138|707.199|104.842|
 638.25|485.991|96.6462|
522.181|422.071|94.7288|
84.2339|864.355|97.8993|
266.551|409.164|94.6644|
51.7082|675.795|95.3568|
314.199|831.743|94.3283|
553.888|136.803|98.2412|
686.224|826.836|93.9645|
48.0191|382.699|104.874|
883.985|521.728|104.219|
627.627|561.793|92.4328|
422.853|803.634|106.644|
785.548|586.636|108.685|
976.985|538.586|103.974|
52.3537|284.219|93.4668|
480.387|576.116|107.147|
994.214|916.745| 104.14|
206.936|903.664|104.088|
543.701|35.8971|101.826|
663.865|737.677|103.702|
146.106|664.045|103.283|
227.462|396.523|93.1079|
613.302|467.376|108.105|
659.065|719.968|91.7427|
252.919|291.145|97.7463|
 64.718|822.738|97.3205|
705.784|110.354|104.916|
213.876|155.439|95.3795|
 988.13|78.6149|96.8644|
 547.22|371.342|93.9978|
143.099|98.5499|96.7087|
380.717| 266.47| 104.57|
751.742|168.922| 106.48|
174.724|923.377|107.164|
372.989|756.168|97.6263|
 302.39|487.056|99.8988|
986.084|520.869|98.9598|
 276.81|179.195|91.7655|
794.159|3.95733|103.157|
41.7272|641.035|91.8276|
446.347|935.316|103.366|
416.972| 692.44|109.429|
182.731|877.198|95.8349|
96.7644| 912.23| 107.82|
858.099|330.598|98.0327|
848.851| 79.492|98.2607|
162.549|38.9865|95.4266|
488.629|489.336|97.0082|
380.288| 233.85|99.8357|
253.815|19.8901|98.0119|
547.198|864.911| 94.805|
674.023|875.731|96.2675|
423.748|141.457|99.7657|
51.4331|675.975|91.0438|
857.222|713.089|93.9802|
155.341|501.506|98.1418|
857.509| 322.06|103.012|
113.075|21.8298|99.6632|
890.959|323.006|99.6544|
20.9233|496.192|92.7561|
393.827|762.751| 105.06|
340.376|637.764|106.504|
974.371|99.2056|90.1587|
118.699|741.899|107.441|
 131.58|947.797|99.0439|
180.665|185.397|101.841|
433.809|938.376|105.828|
46.2703|569.433|97.7951|
820.769|111.925|103.981|
512.076|870.713|90.9646|
293.269|318.762|93.8507|
321.481|656.731|104.817|
560.479|669.871|99.4355|
 951.05|487.827|95.6433|
136.468|624.689|101.285|
824.996|838.601|95.4187|
820.935|985.302|92.6818|
156.823|29.4559|106.653|
763.662|138.104|93.8005|
 823.88|160.173|109.105|
25.1312|973.888|104.177|
39.8518|123.103|99.7016|
884.483|557.887|105.006|
740.961|728.908|96.0607|
511.845|460.885|93.4545|
308.029|487.494|104.422|
823.257|575.088|106.421|
218.548|613.811| 109.22|
914.974|174.719|107.529|
620.323|328.165|98.8007|
256.173|  815.8|102.484|
410.359|320.857|96.8756|
262.177|158.998| 92.371|
 342.35|498.055| 96.365|
635.855|215.582| 91.633|
203.539|183.197|96.7146|
18.8679|898.187|107.484|
877.706|267.954|102.298|
757.491|501.663|91.3319|
95.5275|5.64628|100.764|
52.3965| 435.06|107.079|
731.856|246.808| 103.55|
716.437|694.363|95.8519|
279.488|467.803|109.124|
785.802|667.568| 90.497|
287.237|598.468|100.364|
24.8276|668.118|104.513|
109.183|37.2225|96.0068|
982.699|  511.6|93.3434|
951.936| 629.07|102.186|
287.898|38.6773|97.7171|
529.811|627.741|98.3771|
310.014|755.883| 93.991|
 841.82|409.159|95.8186|
186.583| 600.77|101.468|
398.194|159.445|106.475|
139.445| 912.47|100.479|
134.863|839.727| 96.977|
141.187|23.9754|92.3929|
828.788|148.907|102.555|
193.407|967.564|96.6414|
794.031|193.236|93.2485|
268.959|325.177|102.533|
913.018|748.155|101.956|
753.977|693.066|91.0375|
406.203|930.735|102.465|
30.0434|378.194|101.051|
271.379|930.335|94.1051|
680.409|438.244|101.746|
761.019|632.003|104.219|
386.499| 204.06|104.639|
442.914|896.966|90.3403|
489.503|292.057|93.2023|
856.839|354.857|104.858|
12.5561| 809.41| 90.902|
522.877|707.583| 97.697|
428.643|177.559|95.8416|
832.681| 308.52|95.3972|
942.028|933.824|90.4473|
160.789|575.631|107.075|
428.992|455.602|99.8174|
 437.54|961.514|95.5464|
760.872|375.185|99.1023|
879.026|57.5934|100.395|
281.156|359.414|99.3928|
397.027|353.004|92.2003|
908.844|712.017|100.405|
 250.22|876.571|105.429|
797.524|70.4669|97.6152|
232.658|766.345|94.1215|
405.087|50.5024|94.4876|
123.662|394.344| 103.22|
954.654|719.464|107.834|
750.945|77.7713|91.5047|
121.802|227.762|96.8367|
610.512|193.164|106.825|
896.029|552.422|92.2293|
426.611|236.904|101.503|
556.149|855.164|91.2224|
47.5075|106.666|93.7959|
 726.91| 521.89|100.897|
190.233|976.172|98.9344|
937.171|177.627| 92.845|
983.084|612.332|94.1565|
707.253| 771.17|103.383|
  269.3|125.518|107.165|
763.188|168.962| 103.28|
962.881|877.871|95.6019|
590.965|363.483|106.618|
566.366|546.352|102.867|
343.915|607.792|101.687|
300.743| 673.78|101.481|
 409.07|827.313|102.398|
986.236|924.048|106.015|
700.756|114.124| 104.24|
923.092|337.729|96.8431|
852.936|741.092|105.674|
391.545|924.365|104.624|
 346.39|593.898|98.6526|
659.944|784.879|104.064|
750.058|892.707| 100.82|
553.349| 300.99|104.488|
646.059| 878.69|92.3466|
868.454|434.042|104.467|
696.609|303.869|103.904|
546.904|972.425|93.1342|
447.675|72.4188|95.9399|
29.3744|923.987|107.834|
538.323|976.953|96.8177|
971.839|92.7032|102.344|
60.4408|541.152|101.245|
794.185|395.604|103.582|
157.128|771.032|107.764|
 975.48|132.386|106.648|
649.927|577.411|103.072|
371.075|628.192|108.504|
168.794|630.086|100.176|
968.187|124.843|101.721|
 689.84|250.446|104.563|
378.488|581.883|105.397|
876.986|872.816|103.631|
360.135|527.121| 93.824|
 521.89| 425.18|98.8787|
327.937|496.424|102.738|
508.084|621.415|96.3079|
292.275|799.159|100.433|
411.722| 434.71|101.258|
722.767|124.936|97.6249|
608.802|221.114|107.382|
927.909|202.124|107.507|
714.913|114.873|107.826|
747.627|986.004|91.4072|
849.155|328.868|106.346|
483.232|352.424|102.579|
982.206|962.995|90.3173|
 81.779|532.281|98.6548|
428.886|158.804|101.985|
826.175|195.924|93.9253|
809.978|356.902|104.942|
758.542|707.722|97.7496|
898.595|65.9932| 97.378|
 221.66|798.062|  91.21|
942.602|313.417|108.981|
765.357|571.589|96.7468|
 298.17|475.013|100.022|
201.599|748.457|105.484|
298.505|65.4006|92.8482|
106.207|10.6723|96.8346|
810.277|742.107|101.453|
78.0471|501.686|98.1182|
920.766|313.772|109.547|
23.2437|691.308| 95.515|
939.801|602.088|98.7769|
877.344|430.783|90.1295|
780.416|524.952|92.0817|
900.462|8.57848|101.243|
690.682|720.948|97.3991|
36.4913| 58.325|103.597|
440.085|61.0274|92.6564|
758.589|181.007|101.989|
945.317|700.263| 94.161|
978.071|309.202|102.592|
441.866|428.922|102.141|
416.478|36.0312|105.714|
    267|128.055| 98.241|
 814.03|329.491|104.535|
390.607|887.558|102.019|
816.278|320.173|108.891|
  378.1|180.802|93.3645|
204.872|573.671|102.219|
383.365|550.906|109.699|
167.243|750.488|91.3247|
771.528|998.069|105.523|
742.739|486.272|107.185|
870.214|522.915|99.1108|
364.457|894.307|107.444|
67.5371|558.856|101.695|
245.735|641.784|100.596|
477.269|748.245|103.064|
389.767|202.849|105.269|
72.0079|519.269|103.506|
491.515| 218.94|102.146|
513.003|319.167| 105.04|
929.135|329.659|96.1575|
849.079|984.612|95.8313|
894.102|318.867|106.273|
65.1859|358.942|100.433|
241.838|796.124|108.049|
556.222|34.8076|107.639|
837.432|199.156|98.3463|
458.085|956.772|106.186|
650.067|777.712|105.915|
 637.69|207.712|98.5301|
324.692| 270.23|99.3435|
712.142|830.525|105.059|
138.173|973.202| 103.07|
649.708|865.845|107.553|
916.441|620.393|102.014|
219.697|65.4418|101.489|
667.473|470.577|92.1226|
 342.89|63.5157|108.654|
596.504|319.304|98.4556|
150.705|764.234|105.912|
592.311|473.151| 107.02|
688.137|250.327|107.898|
129.259|989.306|102.285|
766.246|475.828|99.0413|
596.372|747.654|99.7945|
872.749|612.665|98.7211|
38.0909|256.561|105.207|
186.156|605.003|96.6763|
62.5448|266.139|101.256|
416.646|444.175|92.0561|
165.709|227.883|100.905|
503.292| 665.24|93.5983|
40.7838|738.081|105.941|
285.808|936.247|104.743|
867.997|886.599|98.1744|
167.873|85.4347|91.1033|
659.848|863.519|98.8561|
271.904|488.219|101.378|
10.5959|778.977|101.119|
314.606|71.5378|101.684|
976.369|32.6714|90.7463|
813.937| 805.46|109.603|
296.556|492.336|90.7943|
755.207|857.291|109.509|
 479.92|607.619|92.8739|
104.427|914.238|98.3624|
945.608|920.082|102.005|
136.737|895.502|101.475|
 80.609|534.137|101.861|
889.753|625.722|109.291|
76.2778| 886.94|108.591|
995.974|65.9625|93.0491|
314.005|327.843|96.5519|
 646.04| 222.75|92.8887|
909.229|395.317| 91.153|
90.4299|53.2541|105.251|
765.682| 766.33|108.069|
132.577|634.667|107.703|
795.668|564.867|90.3102|
389.061|921.474|109.831|
660.441|32.3506|104.822|
314.738|624.484|106.698|
726.286|140.909|99.3345|
 651.08|589.289| 99.793|
597.153|347.885|104.095|
185.043|883.518|102.963|
